text,label
تخطيط لحملة تسويقية رقم 3454,High
نشر التحديثات الجديدة على السيرفر رقم 2837,Low
Set up monitoring alerts task #1065,High
التحقق من البريد الإلكتروني رقم 1869,Medium
Create timeline for new project task #3605,High
Weekly team sync task #510,Medium
تحديث مستندات المشروع رقم 846,Low
تحديث أمني هام جداً رقم 3906,High
إصلاح عاجل لمشكلة في الخادم رقم 1451,Medium
تحضير عرض تقديمي للاجتماع رقم 1857,Medium
متابعة الفاتورة مع المورد رقم 1422,High
تخطيط لحملة تسويقية رقم 3213,Low
Refactor legacy code task #4282,Medium
Fix login issue reported by users task #1527,High
نشر التحديثات الجديدة على السيرفر رقم 2835,Medium
نشر التحديثات الجديدة على السيرفر رقم 4057,High
Book travel tickets for conference task #242,High
إرسال التقرير النهائي غداً رقم 4830,Medium
Respond to client complaints immediately task #1541,Medium
Weekly team sync task #4618,High
تنظيم تدقيق ربعي رقم 941,Medium
مراجعة الكود للميزة الجديدة رقم 2106,Medium
Team feedback session task #133,Medium
Deploy release candidate task #2590,Low
Weekly team sync task #3786,High
Prepare monthly KPI dashboard task #4060,Medium
Handle customer refund request task #704,Medium
Submit annual financial report task #4152,Medium
Team feedback session task #1564,Medium
شراء مستلزمات المكتب رقم 1657,Medium
Prepare for board meeting task #4875,Medium
Create timeline for new project task #4153,Low
تصحيح خطأ في بوابة الدفع رقم 1679,High
Fix login issue reported by users task #1504,Medium
اجتماع الفريق الأسبوعي رقم 4323,Medium
اجتماع الفريق الأسبوعي رقم 1270,High
Book travel tickets for conference task #2890,Medium
شكوى من العميل - يجب حلها فوراً رقم 2005,Medium
مراجعة الكود للميزة الجديدة رقم 3972,Low
Fix production bug urgently task #1021,Medium
الرد على استفسارات العملاء رقم 2620,Medium
Check emails task #2060,Medium
إجراء نسخ احتياطي لقاعدة البيانات رقم 2992,High
التحقق من البريد الإلكتروني رقم 2012,High
Weekly team sync task #4845,High
الرد على استفسارات العملاء رقم 4980,Medium
إجراء نسخ احتياطي لقاعدة البيانات رقم 4718,Low
تحضير عرض تقديمي للاجتماع رقم 342,Medium
نشاط ترفيهي للفريق الأسبوع القادم رقم 4593,Medium
اجتماع الفريق الأسبوعي رقم 2184,High
Weekly team sync task #793,Medium
تحديث أمني هام جداً رقم 4661,Low
شكوى من العميل - يجب حلها فوراً رقم 3344,High
Order new printers task #4020,Medium
الرد على استفسارات العملاء رقم 2024,Medium
مراجعة الكود للميزة الجديدة رقم 4097,High
اجتماع الفريق الأسبوعي رقم 507,Low
Prepare monthly KPI dashboard task #1936,High
Create timeline for new project task #1109,High
التحقق من البريد الإلكتروني رقم 943,Medium
شكوى من العميل - يجب حلها فوراً رقم 689,Medium
Schedule interviews for new hires task #3752,Medium
التحقق من البريد الإلكتروني رقم 2437,Medium
Daily standup notes task #543,High
تحديث مستندات المشروع رقم 3481,High
Fix production bug urgently task #4177,Low
الرد على استفسارات العملاء رقم 239,High
تحضير عرض تقديمي للاجتماع رقم 2098,Medium
Submit annual financial report task #4637,Medium
طلب شراء أجهزة كمبيوتر جديدة رقم 603,Medium
تحديث مستندات المشروع رقم 2688,High
متابعة الفاتورة مع المورد رقم 4351,Medium
جدولة إجازة رقم 2444,High
تخطيط لحملة تسويقية رقم 3027,Medium
Deploy release candidate task #2324,Medium
التحقق من البريد الإلكتروني رقم 2917,Medium
شكوى من العميل - يجب حلها فوراً رقم 2240,Medium
جدولة إجازة رقم 3178,High
تنظيم تدقيق ربعي رقم 2282,Medium
شكوى من العميل - يجب حلها فوراً رقم 3573,Medium
Order new printers task #4509,Medium
طلب شراء أجهزة كمبيوتر جديدة رقم 517,High
إرسال التقرير النهائي غداً رقم 3682,Medium
تخطيط لحملة تسويقية رقم 3815,Medium
Handle customer refund request task #4404,Low
الرد على استفسارات العملاء رقم 1613,Medium
Prepare for board meeting task #4510,Medium
Schedule interviews for new hires task #2712,High
Plan for team outing task #4001,Low
متابعة الفاتورة مع المورد رقم 605,High
Deploy release candidate task #4709,High
Refactor legacy code task #3056,High
تحضير عرض تقديمي للاجتماع رقم 711,Medium
إصلاح عاجل لمشكلة في الخادم رقم 4685,Low
Update antivirus software task #4858,High
Submit annual financial report task #2146,High
Prepare monthly KPI dashboard task #3843,Low
Submit annual financial report task #4708,High
Prepare for board meeting task #37,Medium
Order new printers task #1744,Medium
Prepare monthly KPI dashboard task #813,High
إجراء نسخ احتياطي لقاعدة البيانات رقم 79,Medium
جدولة إجازة رقم 2358,Medium
Refactor legacy code task #2822,High
نشاط ترفيهي للفريق الأسبوع القادم رقم 2256,Medium
تحديث مستندات المشروع رقم 1104,Low
Book travel tickets for conference task #1629,Medium
Update antivirus software task #364,Medium
التحقق من البريد الإلكتروني رقم 2167,High
Respond to client complaints immediately task #246,Medium
Order new printers task #449,Medium
Plan for team outing task #4140,Low
شراء مستلزمات المكتب رقم 273,Medium
نشاط ترفيهي للفريق الأسبوع القادم رقم 3231,Medium
Plan for team outing task #612,High
إرسال التقرير النهائي غداً رقم 4329,High
تحضير عرض تقديمي للاجتماع رقم 3058,Medium
طلب شراء أجهزة كمبيوتر جديدة رقم 2628,Medium
Fix login issue reported by users task #1049,High
إصلاح عاجل لمشكلة في الخادم رقم 701,Low
تصحيح خطأ في بوابة الدفع رقم 4090,Medium
تحديث مستندات المشروع رقم 397,Low
نشر التحديثات الجديدة على السيرفر رقم 1611,High
Schedule interviews for new hires task #2070,High
نشر التحديثات الجديدة على السيرفر رقم 3629,Medium
إصلاح عاجل لمشكلة في الخادم رقم 3707,Low
Daily standup notes task #2818,Low
تحضير عرض تقديمي للاجتماع رقم 3530,High
Fix production bug urgently task #3388,Low
شكوى من العميل - يجب حلها فوراً رقم 3641,Medium
إجراء نسخ احتياطي لقاعدة البيانات رقم 3581,Medium
التحقق من البريد الإلكتروني رقم 1221,Medium
Book travel tickets for conference task #1433,Medium
Prepare for board meeting task #3582,High
Submit annual financial report task #1327,High
Order new printers task #2478,High
Submit annual financial report task #3750,Medium
الرد على استفسارات العملاء رقم 3263,Low
Plan for team outing task #1882,High
Submit annual financial report task #3335,Medium
التحقق من البريد الإلكتروني رقم 2897,Medium
Fix production bug urgently task #4683,Medium
Refactor legacy code task #926,High
Book travel tickets for conference task #3164,Medium
Fix login issue reported by users task #4288,Low
Daily standup notes task #2394,Low
Plan for team outing task #3521,Medium
Book travel tickets for conference task #4127,Low
متابعة الفاتورة مع المورد رقم 1130,High
Create timeline for new project task #2476,Medium
Create timeline for new project task #3240,Low
إرسال التقرير النهائي غداً رقم 3002,Medium
Fix login issue reported by users task #2401,Medium
Daily standup notes task #3771,Medium
مراجعة الكود للميزة الجديدة رقم 849,High
شراء مستلزمات المكتب رقم 2281,Medium
نشاط ترفيهي للفريق الأسبوع القادم رقم 2719,High
إصلاح عاجل لمشكلة في الخادم رقم 630,Low
